n_items,n_participants,category_system,time_to_fit,theta_coverage,beta_coverage,theta_correlation,beta_correlation
20,100,5-category-b-freq,0.023207783699035645,0.687,0.545,0.913520586432783,0.96001934987023
50,100,5-category-b-freq,0.045460295677185056,0.651,0.476,0.9448231425981084,0.9525775016438129
300,100,5-category-b-freq,0.10741214752197266,0.525,0.65553,0.949793668137793,0.9351950147061288
600,100,5-category-b-freq,0.09024710655212402,0.458,0.72156,0.9520102611064521,0.90462766212391
