exID,pairID,responseID,ground_truth,response3,reported_difficulty
135,717,3842,Non-mates,2,2
14,717,3843,Non-mates,1,NA
142,717,3844,Non-mates,NA,NA
42,717,3845,Non-mates,1,NA
45,717,3846,Non-mates,2,4
146,717,3847,Non-mates,2,4
124,717,3848,Non-mates,2,4
169,717,3849,Non-mates,NA,NA
55,717,3850,Non-mates,2,NA
80,717,3851,Non-mates,2,4
101,717,3852,Non-mates,2,2
57,717,3853,Non-mates,NA,NA
127,717,3854,Non-mates,1,4
58,717,3855,Non-mates,2,NA
83,717,3856,Non-mates,1,4
61,717,3857,Non-mates,1,NA
30,717,3858,Non-mates,2,NA
65,717,3859,Non-mates,1,NA
138,717,3860,Non-mates,2,NA
68,717,3861,Non-mates,2,NA
70,717,3862,Non-mates,1,4
161,717,3863,Non-mates,NA,NA
43,717,3864,Non-mates,2,NA
16,717,3865,Non-mates,1,2
22,717,3866,Non-mates,2,2
149,717,3867,Non-mates,2,NA
82,673,3868,Non-mates,1,4
102,673,3869,Non-mates,1,NA
4,673,3870,Non-mates,1,NA
10,673,3871,Non-mates,1,NA
40,673,3872,Non-mates,1,4
41,673,3873,Non-mates,1,NA
77,673,3874,Non-mates,1,NA
27,673,3875,Non-mates,1,2
103,673,3876,Non-mates,1,NA
29,673,3877,Non-mates,1,NA
155,673,3878,Non-mates,2,4
111,673,3879,Non-mates,1,2
137,673,3880,Non-mates,1,NA
115,673,3881,Non-mates,2,5
141,673,3882,Non-mates,1,NA
75,673,3883,Non-mates,1,NA
93,673,3884,Non-mates,2,NA
46,673,3885,Non-mates,2,4
18,673,3886,Non-mates,1,NA
48,673,3887,Non-mates,1,4
98,673,3888,Non-mates,1,NA
102,603,3889,Non-mates,1,2
84,603,3890,Non-mates,1,2
31,603,3891,Non-mates,1,NA
64,603,3892,Non-mates,1,2
7,603,3893,Non-mates,1,NA
140,603,3894,Non-mates,1,NA
42,603,3895,Non-mates,1,2
54,603,3896,Non-mates,1,1
152,603,3897,Non-mates,1,1
28,603,3898,Non-mates,1,1
104,603,3899,Non-mates,1,NA
133,603,3900,Non-mates,1,2
107,603,3901,Non-mates,1,NA
154,603,3902,Non-mates,1,1
88,603,3903,Non-mates,1,2
134,603,3904,Non-mates,3,NA
156,603,3905,Non-mates,1,1
35,603,3906,Non-mates,1,NA
112,603,3907,Non-mates,1,1
162,603,3908,Non-mates,1,2
50,603,3909,Non-mates,1,2
100,603,3910,Non-mates,1,2
84,621,3911,Non-mates,2,4
31,621,3912,Non-mates,2,NA
7,621,3913,Non-mates,1,NA
135,621,3914,Non-mates,2,4
10,621,3915,Non-mates,1,NA
113,621,3916,Non-mates,1,NA
71,621,3917,Non-mates,1,4
140,621,3918,Non-mates,NA,NA
40,621,3919,Non-mates,1,4
41,621,3920,Non-mates,1,NA
44,621,3921,Non-mates,1,NA
146,621,3922,Non-mates,2,4
20,621,3923,Non-mates,1,NA
21,621,3924,Non-mates,1,NA
96,621,3925,Non-mates,1,NA
124,621,3926,Non-mates,1,4
1,621,3927,Non-mates,1,NA
24,621,3928,Non-mates,1,4
126,621,3929,Non-mates,1,4
26,621,3930,Non-mates,2,4
27,621,3931,Non-mates,1,NA
103,621,3932,Non-mates,1,NA
29,621,3933,Non-mates,1,2
129,621,3934,Non-mates,1,NA
131,621,3935,Non-mates,1,4
63,621,3936,Non-mates,1,2
155,621,3937,Non-mates,2,4
33,621,3938,Non-mates,1,NA
9,621,3939,Non-mates,1,2
66,621,3940,Non-mates,1,1
67,621,3941,Non-mates,1,NA
111,621,3942,Non-mates,2,NA
137,621,3943,Non-mates,1,NA
115,621,3944,Non-mates,1,4
139,621,3945,Non-mates,2,4
141,621,3946,Non-mates,1,2
143,621,3947,Non-mates,2,NA
75,621,3948,Non-mates,1,NA
93,621,3949,Non-mates,1,NA
46,621,3950,Non-mates,2,NA
18,621,3951,Non-mates,2,4
48,621,3952,Non-mates,1,4
165,621,3953,Non-mates,1,NA
166,621,3954,Non-mates,1,NA
49,621,3955,Non-mates,1,NA
98,621,3956,Non-mates,2,4
102,504,3957,Mates,3,NA
84,504,3958,Mates,3,NA
89,504,3959,Mates,2,4
40,504,3960,Mates,2,2
45,504,3961,Mates,2,NA
21,504,3962,Mates,3,NA
24,504,3963,Mates,3,NA
81,504,3964,Mates,3,1
128,504,3965,Mates,3,NA
60,504,3966,Mates,2,2
63,504,3967,Mates,3,NA
34,504,3968,Mates,2,NA
65,504,3969,Mates,3,NA
114,504,3970,Mates,3,NA
115,504,3971,Mates,3,2
74,504,3972,Mates,3,4
163,504,3973,Mates,3,NA
93,504,3974,Mates,2,NA
119,504,3975,Mates,3,NA
49,504,3976,Mates,2,NA
50,504,3977,Mates,3,NA
78,504,3978,Mates,3,NA
130,520,3979,Mates,3,NA
106,520,3980,Mates,3,NA
64,520,3981,Mates,3,NA
8,520,3982,Mates,3,2
140,520,3983,Mates,3,NA
72,520,3984,Mates,2,4
95,520,3985,Mates,3,NA
21,520,3986,Mates,3,2
169,520,3987,Mates,3,NA
27,520,3988,Mates,3,NA
28,520,3989,Mates,3,1
66,520,3990,Mates,3,NA
138,520,3991,Mates,3,NA
157,520,3992,Mates,1,NA
37,520,3993,Mates,3,2
114,520,3994,Mates,3,4
15,520,3995,Mates,1,NA
43,520,3996,Mates,3,2
46,520,3997,Mates,3,NA
119,520,3998,Mates,3,NA
147,520,3999,Mates,3,2
97,520,4000,Mates,3,2
149,520,4001,Mates,3,2
82,177,4002,Mates,NA,NA
102,177,4003,Mates,2,2
130,177,4004,Mates,NA,NA
10,177,4005,Mates,NA,NA
17,177,4006,Mates,NA,NA
146,177,4007,Mates,NA,NA
54,177,4008,Mates,2,4
55,177,4009,Mates,NA,NA
25,177,4010,Mates,NA,NA
57,177,4011,Mates,NA,NA
127,177,4012,Mates,NA,NA
61,177,4013,Mates,NA,NA
86,177,4014,Mates,1,4
132,177,4015,Mates,NA,NA
6,177,4016,Mates,NA,NA
34,177,4017,Mates,NA,NA
35,177,4018,Mates,NA,NA
138,177,4019,Mates,NA,NA
37,177,4020,Mates,NA,NA
70,177,4021,Mates,2,NA
159,177,4022,Mates,NA,NA
43,177,4023,Mates,2,NA
121,177,4024,Mates,NA,NA
167,177,4025,Mates,1,NA
99,177,4026,Mates,2,2
59,575,4027,Non-mates,1,2
130,575,4028,Non-mates,1,NA
106,575,4029,Non-mates,1,2
7,575,4030,Non-mates,1,2
140,575,4031,Non-mates,1,2
40,575,4032,Non-mates,1,1
117,575,4033,Non-mates,1,2
142,575,4034,Non-mates,1,1
44,575,4035,Non-mates,1,2
17,575,4036,Non-mates,1,2
95,575,4037,Non-mates,1,NA
146,575,4038,Non-mates,1,1
77,575,4039,Non-mates,1,2
124,575,4040,Non-mates,1,2
55,575,4041,Non-mates,1,2
80,575,4042,Non-mates,1,NA
101,575,4043,Non-mates,1,NA
57,575,4044,Non-mates,1,2
127,575,4045,Non-mates,1,2
128,575,4046,Non-mates,1,2
58,575,4047,Non-mates,1,2
83,575,4048,Non-mates,1,2
61,575,4049,Non-mates,1,1
30,575,4050,Non-mates,1,NA
86,575,4051,Non-mates,1,2
132,575,4052,Non-mates,1,2
65,575,4053,Non-mates,1,2
138,575,4054,Non-mates,1,1
157,575,4055,Non-mates,1,NA
12,575,4056,Non-mates,1,2
68,575,4057,Non-mates,1,1
69,575,4058,Non-mates,1,2
70,575,4059,Non-mates,1,2
116,575,4060,Non-mates,1,1
161,575,4061,Non-mates,1,2
43,575,4062,Non-mates,1,1
16,575,4063,Non-mates,1,1
144,575,4064,Non-mates,1,2
119,575,4065,Non-mates,1,2
120,575,4066,Non-mates,1,1
47,575,4067,Non-mates,1,2
121,575,4068,Non-mates,1,1
22,575,4069,Non-mates,1,1
149,575,4070,Non-mates,1,1
99,575,4071,Non-mates,1,2
82,87,4072,Mates,3,4
8,87,4073,Mates,3,2
45,87,4074,Mates,2,NA
17,87,4075,Mates,NA,NA
164,87,4076,Mates,NA,NA
145,87,4077,Mates,3,NA
24,87,4078,Mates,3,NA
126,87,4079,Mates,2,NA
79,87,4080,Mates,3,NA
2,87,4081,Mates,3,4
81,87,4082,Mates,3,2
153,87,4083,Mates,2,NA
105,87,4084,Mates,2,NA
90,87,4085,Mates,3,NA
110,87,4086,Mates,3,4
141,87,4087,Mates,3,NA
46,87,4088,Mates,2,4
48,87,4089,Mates,3,NA
94,87,4090,Mates,3,2
166,87,4091,Mates,3,2
122,87,4092,Mates,3,NA
19,87,4093,Mates,2,4
53,87,4094,Mates,3,4
125,87,4095,Mates,3,NA
98,87,4096,Mates,2,4
23,87,4097,Mates,3,2
7,497,4098,Mates,3,NA
10,497,4099,Mates,2,NA
39,497,4100,Mates,2,NA
123,497,4101,Mates,3,4
77,497,4102,Mates,2,NA
96,497,4103,Mates,3,NA
151,497,4104,Mates,3,NA
129,497,4105,Mates,2,4
131,497,4106,Mates,3,4
105,497,4107,Mates,2,4
6,497,4108,Mates,3,5
133,497,4109,Mates,2,4
137,497,4110,Mates,1,4
112,497,4111,Mates,2,NA
46,497,4112,Mates,2,4
125,497,4113,Mates,2,NA
149,497,4114,Mates,3,NA
168,497,4115,Mates,3,5
82,709,4116,Non-mates,1,1
130,709,4117,Non-mates,1,1
106,709,4118,Non-mates,1,1
71,709,4119,Non-mates,1,1
117,709,4120,Non-mates,1,1
72,709,4121,Non-mates,1,1
145,709,4122,Non-mates,1,1
60,709,4123,Non-mates,1,1
62,709,4124,Non-mates,1,1
153,709,4125,Non-mates,1,1
105,709,4126,Non-mates,1,2
90,709,4127,Non-mates,1,2
110,709,4128,Non-mates,1,1
36,709,4129,Non-mates,1,1
92,709,4130,Non-mates,1,1
118,709,4131,Non-mates,1,1
76,709,4132,Non-mates,1,2
122,709,4133,Non-mates,1,1
53,709,4134,Non-mates,1,2
148,709,4135,Non-mates,1,1
168,709,4136,Non-mates,1,1
23,709,4137,Non-mates,1,1
87,705,4138,Non-mates,1,2
10,705,4139,Non-mates,1,2
40,705,4140,Non-mates,1,2
72,705,4141,Non-mates,1,2
145,705,4142,Non-mates,1,1
77,705,4143,Non-mates,1,2
124,705,4144,Non-mates,1,NA
151,705,4145,Non-mates,1,2
56,705,4146,Non-mates,1,1
25,705,4147,Non-mates,1,2
3,705,4148,Non-mates,1,4
5,705,4149,Non-mates,1,1
6,705,4150,Non-mates,1,1
34,705,4151,Non-mates,1,1
91,705,4152,Non-mates,1,2
136,705,4153,Non-mates,1,1
37,705,4154,Non-mates,1,2
114,705,4155,Non-mates,1,2
159,705,4156,Non-mates,1,1
73,705,4157,Non-mates,1,NA
163,705,4158,Non-mates,1,2
52,705,4159,Non-mates,1,1
147,705,4160,Non-mates,1,2
167,705,4161,Non-mates,1,1
78,705,4162,Non-mates,1,1
31,514,4163,Mates,3,2
140,514,4164,Mates,3,2
44,514,4165,Mates,3,2
72,514,4166,Mates,3,2
21,514,4167,Mates,3,2
150,514,4168,Mates,3,1
54,514,4169,Mates,3,1
2,514,4170,Mates,3,1
3,514,4171,Mates,3,2
29,514,4172,Mates,3,1
61,514,4173,Mates,3,1
132,514,4174,Mates,3,2
154,514,4175,Mates,3,1
155,514,4176,Mates,3,1
35,514,4177,Mates,3,1
36,514,4178,Mates,3,1
112,514,4179,Mates,3,1
160,514,4180,Mates,3,2
73,514,4181,Mates,3,2
165,514,4182,Mates,3,2
82,574,4183,Non-mates,1,2
4,574,4184,Non-mates,1,2
59,574,4185,Non-mates,1,2
130,574,4186,Non-mates,1,NA
31,574,4187,Non-mates,1,NA
106,574,4188,Non-mates,1,2
8,574,4189,Non-mates,1,2
10,574,4190,Non-mates,1,NA
113,574,4191,Non-mates,1,NA
38,574,4192,Non-mates,1,NA
39,574,4193,Non-mates,1,2
140,574,4194,Non-mates,1,NA
40,574,4195,Non-mates,1,2
142,574,4196,Non-mates,1,2
95,574,4197,Non-mates,1,NA
146,574,4198,Non-mates,1,NA
77,574,4199,Non-mates,1,NA
169,574,4200,Non-mates,1,NA
151,574,4201,Non-mates,1,2
79,574,4202,Non-mates,1,2
56,574,4203,Non-mates,1,2
25,574,4204,Non-mates,1,NA
2,574,4205,Non-mates,1,1
81,574,4206,Non-mates,1,1
3,574,4207,Non-mates,2,4
5,574,4208,Non-mates,1,NA
6,574,4209,Non-mates,1,NA
32,574,4210,Non-mates,1,2
34,574,4211,Non-mates,1,1
108,574,4212,Non-mates,1,NA
109,574,4213,Non-mates,1,NA
11,574,4214,Non-mates,1,NA
91,574,4215,Non-mates,1,NA
136,574,4216,Non-mates,1,NA
37,574,4217,Non-mates,1,2
13,574,4218,Non-mates,1,NA
158,574,4219,Non-mates,1,2
114,574,4220,Non-mates,1,NA
15,574,4221,Non-mates,1,NA
159,574,4222,Non-mates,1,2
160,574,4223,Non-mates,1,NA
73,574,4224,Non-mates,1,2
74,574,4225,Non-mates,1,NA
163,574,4226,Non-mates,1,NA
94,574,4227,Non-mates,1,NA
19,574,4228,Non-mates,1,NA
52,574,4229,Non-mates,1,2
147,574,4230,Non-mates,1,NA
97,574,4231,Non-mates,2,NA
125,574,4232,Non-mates,1,4
167,574,4233,Non-mates,1,2
78,574,4234,Non-mates,1,2
135,654,4235,Non-mates,NA,NA
8,654,4236,Non-mates,1,2
40,654,4237,Non-mates,1,4
41,654,4238,Non-mates,1,NA
72,654,4239,Non-mates,1,NA
164,654,4240,Non-mates,1,NA
169,654,4241,Non-mates,1,4
87,547,4242,Non-mates,1,1
89,547,4243,Non-mates,1,1
14,547,4244,Non-mates,1,1
42,547,4245,Non-mates,1,2
72,547,4246,Non-mates,1,1
51,547,4247,Non-mates,1,2
124,547,4248,Non-mates,1,2
27,547,4249,Non-mates,1,1
103,547,4250,Non-mates,1,1
29,547,4251,Non-mates,1,1
155,547,4252,Non-mates,1,2
111,547,4253,Non-mates,1,1
137,547,4254,Non-mates,1,2
115,547,4255,Non-mates,1,1
141,547,4256,Non-mates,1,2
75,547,4257,Non-mates,1,1
93,547,4258,Non-mates,1,2
46,547,4259,Non-mates,1,2
18,547,4260,Non-mates,1,1
48,547,4261,Non-mates,1,2
98,547,4262,Non-mates,1,2
130,542,4263,Non-mates,1,4
117,542,4264,Non-mates,1,4
164,542,4265,Non-mates,1,NA
21,542,4266,Non-mates,1,4
123,542,4267,Non-mates,1,NA
124,542,4268,Non-mates,1,4
169,542,4269,Non-mates,1,4
54,542,4270,Non-mates,1,2
152,542,4271,Non-mates,1,2
28,542,4272,Non-mates,1,2
104,542,4273,Non-mates,1,NA
133,542,4274,Non-mates,1,NA
107,542,4275,Non-mates,1,NA
154,542,4276,Non-mates,1,NA
88,542,4277,Non-mates,1,NA
134,542,4278,Non-mates,2,NA
156,542,4279,Non-mates,1,2
35,542,4280,Non-mates,1,NA
112,542,4281,Non-mates,1,4
162,542,4282,Non-mates,1,5
50,542,4283,Non-mates,1,2
100,542,4284,Non-mates,1,2
4,698,4285,Non-mates,NA,NA
59,698,4286,Non-mates,NA,NA
64,698,4287,Non-mates,2,NA
39,698,4288,Non-mates,NA,NA
71,698,4289,Non-mates,NA,NA
140,698,4290,Non-mates,2,NA
117,698,4291,Non-mates,2,NA
1,698,4292,Non-mates,NA,NA
24,698,4293,Non-mates,2,4
126,698,4294,Non-mates,NA,NA
26,698,4295,Non-mates,2,5
129,698,4296,Non-mates,2,NA
131,698,4297,Non-mates,2,5
63,698,4298,Non-mates,NA,NA
33,698,4299,Non-mates,NA,NA
9,698,4300,Non-mates,NA,NA
66,698,4301,Non-mates,2,2
67,698,4302,Non-mates,2,4
139,698,4303,Non-mates,2,NA
143,698,4304,Non-mates,NA,NA
165,698,4305,Non-mates,2,NA
166,698,4306,Non-mates,NA,NA
49,698,4307,Non-mates,NA,NA
82,595,4308,Non-mates,1,1
130,595,4309,Non-mates,1,2
8,595,4310,Non-mates,1,2
42,595,4311,Non-mates,1,2
17,595,4312,Non-mates,1,1
124,595,4313,Non-mates,1,2
150,595,4314,Non-mates,1,2
128,595,4315,Non-mates,1,1
86,595,4316,Non-mates,1,2
132,595,4317,Non-mates,1,2
157,595,4318,Non-mates,1,NA
12,595,4319,Non-mates,1,1
69,595,4320,Non-mates,1,2
116,595,4321,Non-mates,1,2
144,595,4322,Non-mates,1,NA
119,595,4323,Non-mates,1,2
120,595,4324,Non-mates,1,1
47,595,4325,Non-mates,1,NA
121,595,4326,Non-mates,1,2
99,595,4327,Non-mates,1,NA
130,306,4328,Mates,3,NA
106,306,4329,Mates,3,NA
41,306,4330,Mates,3,2
42,306,4331,Mates,3,2
146,306,4332,Mates,3,NA
77,306,4333,Mates,3,NA
101,306,4334,Mates,3,NA
161,306,4335,Mates,3,2
16,306,4336,Mates,3,2
120,306,4337,Mates,3,1
78,306,4338,Mates,3,1
22,306,4339,Mates,3,2
149,306,4340,Mates,3,2
100,306,4341,Mates,3,2
130,68,4342,Mates,2,NA
10,68,4343,Mates,2,NA
140,68,4344,Mates,NA,NA
142,68,4345,Mates,NA,NA
45,68,4346,Mates,2,NA
123,68,4347,Mates,2,NA
126,68,4348,Mates,2,NA
81,68,4349,Mates,2,4
103,68,4350,Mates,2,2
131,68,4351,Mates,2,5
155,68,4352,Mates,NA,NA
109,68,4353,Mates,NA,NA
67,68,4354,Mates,3,4
92,68,4355,Mates,2,5
141,68,4356,Mates,2,NA
160,68,4357,Mates,NA,NA
143,68,4358,Mates,NA,NA
75,68,4359,Mates,2,4
93,68,4360,Mates,NA,NA
49,68,4361,Mates,2,2
53,68,4362,Mates,NA,NA
23,68,4363,Mates,2,2
102,120,4364,Mates,3,4
130,120,4365,Mates,3,NA
140,120,4366,Mates,3,NA
72,120,4367,Mates,1,4
17,120,4368,Mates,2,NA
123,120,4369,Mates,3,4
150,120,4370,Mates,3,2
169,120,4371,Mates,2,4
151,120,4372,Mates,3,4
56,120,4373,Mates,3,2
101,120,4374,Mates,2,NA
152,120,4375,Mates,3,NA
3,120,4376,Mates,2,2
83,120,4377,Mates,3,4
30,120,4378,Mates,3,NA
136,120,4379,Mates,3,NA
112,120,4380,Mates,3,4
116,120,4381,Mates,2,2
162,120,4382,Mates,3,4
144,120,4383,Mates,3,4
119,120,4384,Mates,3,4
47,120,4385,Mates,2,NA
50,120,4386,Mates,3,NA
52,120,4387,Mates,3,4
147,120,4388,Mates,3,4
78,120,4389,Mates,3,NA
22,120,4390,Mates,2,NA
149,120,4391,Mates,3,NA
100,120,4392,Mates,3,NA
82,111,4393,Mates,3,5
102,111,4394,Mates,2,NA
4,111,4395,Mates,2,NA
106,111,4396,Mates,2,4
140,111,4397,Mates,2,NA
117,111,4398,Mates,2,NA
17,111,4399,Mates,2,NA
123,111,4400,Mates,2,NA
151,111,4401,Mates,2,4
56,111,4402,Mates,2,2
80,111,4403,Mates,2,5
101,111,4404,Mates,2,2
30,111,4405,Mates,2,4
5,111,4406,Mates,2,2
154,111,4407,Mates,3,4
134,111,4408,Mates,2,NA
136,111,4409,Mates,2,5
12,111,4410,Mates,2,NA
161,111,4411,Mates,2,4
162,111,4412,Mates,2,5
16,111,4413,Mates,3,NA
144,111,4414,Mates,3,4
120,111,4415,Mates,3,1
50,111,4416,Mates,2,NA
52,111,4417,Mates,2,4
78,111,4418,Mates,2,5
22,111,4419,Mates,2,2
149,111,4420,Mates,3,4
100,111,4421,Mates,3,4
4,275,4422,Mates,1,NA
130,275,4423,Mates,2,NA
31,275,4424,Mates,2,4
64,275,4425,Mates,2,4
14,275,4426,Mates,2,4
117,275,4427,Mates,2,NA
51,275,4428,Mates,2,NA
150,275,4429,Mates,2,2
169,275,4430,Mates,NA,NA
54,275,4431,Mates,1,NA
55,275,4432,Mates,2,NA
128,275,4433,Mates,2,4
58,275,4434,Mates,3,4
28,275,4435,Mates,3,1
61,275,4436,Mates,1,NA
104,275,4437,Mates,2,NA
86,275,4438,Mates,2,4
132,275,4439,Mates,2,4
6,275,4440,Mates,2,4
34,275,4441,Mates,2,4
156,275,4442,Mates,2,NA
35,275,4443,Mates,2,4
138,275,4444,Mates,2,4
37,275,4445,Mates,2,NA
68,275,4446,Mates,1,NA
69,275,4447,Mates,2,2
159,275,4448,Mates,2,NA
43,275,4449,Mates,2,2
163,275,4450,Mates,2,4
121,275,4451,Mates,2,NA
167,275,4452,Mates,2,4
64,276,4453,Mates,1,4
89,276,4454,Mates,3,NA
117,276,4455,Mates,2,4
142,276,4456,Mates,1,4
45,276,4457,Mates,2,4
123,276,4458,Mates,3,4
24,276,4459,Mates,3,NA
79,276,4460,Mates,1,NA
2,276,4461,Mates,1,NA
129,276,4462,Mates,1,NA
153,276,4463,Mates,2,NA
105,276,4464,Mates,2,NA
32,276,4465,Mates,3,5
33,276,4466,Mates,3,NA
108,276,4467,Mates,1,4
90,276,4468,Mates,2,NA
110,276,4469,Mates,1,NA
137,276,4470,Mates,2,4
36,276,4471,Mates,3,5
158,276,4472,Mates,3,NA
115,276,4473,Mates,3,NA
139,276,4474,Mates,3,NA
118,276,4475,Mates,1,NA
18,276,4476,Mates,3,NA
48,276,4477,Mates,2,4
94,276,4478,Mates,3,NA
166,276,4479,Mates,1,NA
97,276,4480,Mates,2,NA
98,276,4481,Mates,2,NA
84,158,4482,Mates,3,2
130,158,4483,Mates,3,NA
31,158,4484,Mates,1,2
64,158,4485,Mates,3,NA
14,158,4486,Mates,3,2
40,158,4487,Mates,3,NA
151,158,4488,Mates,3,2
56,158,4489,Mates,3,2
80,158,4490,Mates,3,2
101,158,4491,Mates,3,NA
134,158,4492,Mates,3,2
65,158,4493,Mates,3,2
136,158,4494,Mates,3,2
112,158,4495,Mates,3,NA
12,158,4496,Mates,3,2
114,158,4497,Mates,3,2
161,158,4498,Mates,3,2
162,158,4499,Mates,3,1
119,158,4500,Mates,3,4
120,158,4501,Mates,3,1
50,158,4502,Mates,3,2
52,158,4503,Mates,3,2
149,158,4504,Mates,3,2
100,158,4505,Mates,3,2
82,529,4506,Non-mates,1,5
130,529,4507,Non-mates,1,NA
31,529,4508,Non-mates,2,NA
39,529,4509,Non-mates,1,NA
72,529,4510,Non-mates,1,NA
45,529,4511,Non-mates,2,NA
145,529,4512,Non-mates,1,5
146,529,4513,Non-mates,2,NA
60,529,4514,Non-mates,1,2
62,529,4515,Non-mates,1,1
153,529,4516,Non-mates,2,2
105,529,4517,Non-mates,2,NA
90,529,4518,Non-mates,2,NA
110,529,4519,Non-mates,1,NA
36,529,4520,Non-mates,1,NA
92,529,4521,Non-mates,1,NA
118,529,4522,Non-mates,1,2
76,529,4523,Non-mates,1,4
122,529,4524,Non-mates,2,4
53,529,4525,Non-mates,2,NA
148,529,4526,Non-mates,1,1
168,529,4527,Non-mates,1,2
23,529,4528,Non-mates,2,NA
130,421,4529,Mates,3,NA
45,421,4530,Mates,3,NA
145,421,4531,Mates,1,NA
21,421,4532,Mates,3,NA
77,421,4533,Mates,3,NA
150,421,4534,Mates,3,2
54,421,4535,Mates,3,2
55,421,4536,Mates,1,NA
25,421,4537,Mates,1,NA
57,421,4538,Mates,3,2
127,421,4539,Mates,3,NA
128,421,4540,Mates,3,NA
28,421,4541,Mates,1,2
86,421,4542,Mates,3,NA
6,421,4543,Mates,3,2
133,421,4544,Mates,3,2
88,421,4545,Mates,1,NA
34,421,4546,Mates,1,2
156,421,4547,Mates,3,1
35,421,4548,Mates,3,2
68,421,4549,Mates,1,NA
70,421,4550,Mates,3,NA
159,421,4551,Mates,3,2
43,421,4552,Mates,1,NA
121,421,4553,Mates,3,2
99,421,4554,Mates,3,NA
82,332,4555,Mates,NA,NA
102,332,4556,Mates,NA,NA
87,332,4557,Mates,NA,NA
8,332,4558,Mates,NA,NA
40,332,4559,Mates,NA,NA
117,332,4560,Mates,NA,NA
41,332,4561,Mates,NA,NA
42,332,4562,Mates,NA,NA
17,332,4563,Mates,NA,NA
21,332,4564,Mates,NA,NA
55,332,4565,Mates,NA,NA
25,332,4566,Mates,NA,NA
57,332,4567,Mates,NA,NA
127,332,4568,Mates,NA,NA
128,332,4569,Mates,2,4
58,332,4570,Mates,NA,NA
28,332,4571,Mates,NA,NA
61,332,4572,Mates,NA,NA
86,332,4573,Mates,NA,NA
132,332,4574,Mates,NA,NA
6,332,4575,Mates,NA,NA
34,332,4576,Mates,NA,NA
156,332,4577,Mates,NA,NA
35,332,4578,Mates,2,4
37,332,4579,Mates,2,4
68,332,4580,Mates,NA,NA
70,332,4581,Mates,NA,NA
43,332,4582,Mates,NA,NA
163,332,4583,Mates,NA,NA
167,332,4584,Mates,NA,NA
82,505,4585,Mates,NA,NA
106,505,4586,Mates,NA,NA
71,505,4587,Mates,2,NA
17,505,4588,Mates,NA,NA
95,505,4589,Mates,2,NA
51,505,4590,Mates,2,NA
152,505,4591,Mates,3,NA
29,505,4592,Mates,3,5
61,505,4593,Mates,3,4
33,505,4594,Mates,3,2
35,505,4595,Mates,3,NA
110,505,4596,Mates,1,4
67,505,4597,Mates,3,NA
92,505,4598,Mates,1,5
13,505,4599,Mates,2,NA
68,505,4600,Mates,2,NA
158,505,4601,Mates,2,NA
116,505,4602,Mates,2,2
160,505,4603,Mates,2,4
161,505,4604,Mates,NA,NA
121,505,4605,Mates,NA,NA
18,505,4606,Mates,2,NA
52,505,4607,Mates,3,NA
4,541,4608,Non-mates,1,2
31,541,4609,Non-mates,1,2
113,541,4610,Non-mates,1,NA
40,541,4611,Non-mates,1,2
142,541,4612,Non-mates,1,1
51,541,4613,Non-mates,1,2
96,541,4614,Non-mates,1,1
151,541,4615,Non-mates,1,2
56,541,4616,Non-mates,1,2
25,541,4617,Non-mates,1,2
3,541,4618,Non-mates,1,NA
5,541,4619,Non-mates,1,1
6,541,4620,Non-mates,1,2
34,541,4621,Non-mates,1,2
91,541,4622,Non-mates,1,NA
136,541,4623,Non-mates,1,1
37,541,4624,Non-mates,1,2
114,541,4625,Non-mates,1,2
159,541,4626,Non-mates,1,1
73,541,4627,Non-mates,1,2
163,541,4628,Non-mates,1,2
52,541,4629,Non-mates,1,1
147,541,4630,Non-mates,1,1
167,541,4631,Non-mates,1,2
78,541,4632,Non-mates,1,1
64,315,4633,Mates,2,4
7,315,4634,Mates,2,4
8,315,4635,Mates,NA,NA
40,315,4636,Mates,1,4
41,315,4637,Mates,2,NA
21,315,4638,Mates,2,2
123,315,4639,Mates,1,4
150,315,4640,Mates,NA,NA
169,315,4641,Mates,NA,NA
104,315,4642,Mates,2,NA
154,315,4643,Mates,2,NA
91,315,4644,Mates,NA,NA
112,315,4645,Mates,NA,NA
162,315,4646,Mates,3,4
16,315,4647,Mates,3,4
144,315,4648,Mates,2,2
147,315,4649,Mates,1,NA
82,224,4650,Mates,2,NA
4,224,4651,Mates,2,2
130,224,4652,Mates,2,NA
7,224,4653,Mates,2,NA
89,224,4654,Mates,2,NA
72,224,4655,Mates,2,2
169,224,4656,Mates,2,NA
151,224,4657,Mates,2,NA
56,224,4658,Mates,2,2
101,224,4659,Mates,2,2
3,224,4660,Mates,2,NA
83,224,4661,Mates,2,NA
30,224,4662,Mates,2,NA
5,224,4663,Mates,2,2
91,224,4664,Mates,2,2
136,224,4665,Mates,2,2
112,224,4666,Mates,2,1
12,224,4667,Mates,2,2
116,224,4668,Mates,2,1
162,224,4669,Mates,2,2
16,224,4670,Mates,2,2
47,224,4671,Mates,2,2
50,224,4672,Mates,2,NA
52,224,4673,Mates,2,2
78,224,4674,Mates,1,NA
22,224,4675,Mates,2,1
149,224,4676,Mates,2,4
100,224,4677,Mates,2,1
82,591,4678,Non-mates,1,NA
130,591,4679,Non-mates,2,4
87,591,4680,Non-mates,1,4
106,591,4681,Non-mates,1,NA
89,591,4682,Non-mates,1,NA
40,591,4683,Non-mates,1,NA
146,591,4684,Non-mates,1,NA
96,591,4685,Non-mates,1,NA
79,591,4686,Non-mates,1,NA
